batch_id,sample_id,moisture,ph,diastase_activity,h_m_f,collection_date,lab_id,analyst,region,quality_score,quality_category,compliance_status
BATCH_024,SAMPLE_000024,16.831809216468457,6.413174735496103,8.365805155002166,26.64912314297424,2024-01-01 23:00:00,LAB_C,Analyst_1,North,90.0,Excellent,Compliant
BATCH_025,SAMPLE_000025,17.28034992108518,6.332799467340301,10.93155323351913,21.13171312293431,2024-01-02 00:00:00,LAB_C,Analyst_4,North,90.0,Excellent,Compliant
BATCH_026,SAMPLE_000026,18.925879806965067,4.922642649972391,9.821104536734358,27.47842094025627,2024-01-02 01:00:00,LAB_B,Analyst_3,North,95.0,Premium,Compliant
BATCH_027,SAMPLE_000027,15.998368910791799,6.08612795296794,13.115746754865109,38.88897165388607,2024-01-02 02:00:00,LAB_A,Analyst_2,East,85.0,Good,Compliant
BATCH_028,SAMPLE_000028,17.571172192068058,6.0336481956052115,14.869079633480727,32.83468794597116,2024-01-02 03:00:00,LAB_C,Analyst_4,East,90.0,Excellent,Compliant
BATCH_029,SAMPLE_000029,17.962072844310214,4.457301419729767,9.795710437109735,33.42958297334414,2024-01-02 04:00:00,LAB_B,Analyst_1,North,95.0,Premium,Compliant
BATCH_030,SAMPLE_000030,15.232252063599988,5.986746422452033,12.579222210318521,32.6456430727528,2024-01-02 05:00:00,LAB_B,Analyst_4,South,85.0,Good,Compliant
BATCH_031,SAMPLE_000031,18.037724259507193,3.611022904146478,9.38668342931818,23.979842779188736,2024-01-02 06:00:00,LAB_A,Analyst_1,North,90.0,Excellent,Compliant
BATCH_032,SAMPLE_000032,15.852620618436458,5.288809635446159,11.95731178200127,28.3666772820456,2024-01-02 07:00:00,LAB_D,Analyst_4,South,95.0,Premium,Compliant
BATCH_033,SAMPLE_000033,15.325257964926397,4.190026511863109,11.247527406818353,35.018795967266364,2024-01-02 08:00:00,LAB_B,Analyst_1,North,85.0,Good,Compliant
BATCH_034,SAMPLE_000034,19.74442768626667,3.8617006573318364,14.80403730742076,22.027457951063184,2024-01-02 09:00:00,LAB_D,Analyst_3,West,80.0,Good,Compliant
BATCH_035,SAMPLE_000035,19.828160165372797,3.7308596048876277,12.259690908875266,25.557055521794247,2024-01-02 10:00:00,LAB_D,Analyst_2,North,80.0,Good,Compliant
BATCH_036,SAMPLE_000036,19.041986740582306,5.5888663276344195,10.44654460460773,25.526382169317074,2024-01-02 11:00:00,LAB_C,Analyst_1,North,90.0,Excellent,Compliant
BATCH_037,SAMPLE_000037,16.523068845866852,4.519624891304199,8.798670494215534,28.64037855189012,2024-01-02 12:00:00,LAB_D,Analyst_4,East,100.0,Premium,Compliant
BATCH_038,SAMPLE_000038,15.488360570031919,5.674300314586285,9.058727801144542,39.6073748188437,2024-01-02 13:00:00,LAB_A,Analyst_1,South,85.0,Good,Compliant
BATCH_039,SAMPLE_000039,18.421165132560784,3.696069022396827,9.577218509658646,21.35005093367644,2024-01-02 14:00:00,LAB_C,Analyst_1,West,90.0,Excellent,Compliant
BATCH_040,SAMPLE_000040,17.200762468698006,4.445871013491831,9.756766629382085,30.3740198876119,2024-01-02 15:00:00,LAB_C,Analyst_1,South,95.0,Premium,Compliant
BATCH_041,SAMPLE_000041,15.610191174223894,5.118473877126012,13.954312404887965,23.58729364024421,2024-01-02 16:00:00,LAB_C,Analyst_4,West,95.0,Premium,Compliant
BATCH_042,SAMPLE_000042,17.47588455055635,5.872169494516891,11.928559517977675,39.413530908194886,2024-01-02 17:00:00,LAB_B,Analyst_2,North,95.0,Premium,Compliant
BATCH_043,SAMPLE_000043,15.171942605576092,4.4562575087962095,11.663736379620566,22.266070094549285,2024-01-02 18:00:00,LAB_B,Analyst_3,East,85.0,Good,Compliant
BATCH_044,SAMPLE_000044,19.54660201039391,5.3776741293110275,8.803382103084523,28.072020047231824,2024-01-02 19:00:00,LAB_D,Analyst_2,East,90.0,Excellent,Compliant
BATCH_045,SAMPLE_000045,16.293899908000085,6.157933244708561,14.020977853446045,34.75769969669212,2024-01-02 20:00:00,LAB_C,Analyst_1,South,85.0,Good,Compliant
BATCH_046,SAMPLE_000046,18.31261142176991,5.347589564546913,13.059700122459386,34.091088560548904,2024-01-02 21:00:00,LAB_C,Analyst_4,East,100.0,Premium,Compliant
BATCH_047,SAMPLE_000047,16.558555380447054,4.198878424260902,8.473678533300012,28.454572737878646,2024-01-02 22:00:00,LAB_A,Analyst_2,South,95.0,Premium,Compliant
BATCH_048,SAMPLE_000048,17.600340105889053,3.573202344669614,12.954845680608381,26.930483359054364,2024-01-02 23:00:00,LAB_D,Analyst_1,South,90.0,Excellent,Compliant
BATCH_049,SAMPLE_000049,17.733551396716397,6.11029662170279,11.804767521398523,27.952247571057413,2024-01-03 00:00:00,LAB_A,Analyst_3,West,90.0,Excellent,Compliant
BATCH_050,SAMPLE_000050,15.924272277627635,3.5638082325511613,8.572077420227448,25.285525263172786,2024-01-03 01:00:00,LAB_D,Analyst_3,South,85.0,Good,Compliant
BATCH_051,SAMPLE_000051,19.847923138822793,6.124105018052598,11.208104490700595,24.106658774135994,2024-01-03 02:00:00,LAB_D,Analyst_3,West,80.0,Good,Compliant
BATCH_052,SAMPLE_000052,18.875664116805574,5.086811402081636,11.39287400991033,29.6607939511778,2024-01-03 03:00:00,LAB_B,Analyst_1,East,95.0,Premium,Compliant
BATCH_053,SAMPLE_000053,19.697494707820944,6.317203095538689,9.16042178114293,25.370675121352146,2024-01-03 04:00:00,LAB_B,Analyst_4,South,80.0,Good,Compliant
BATCH_054,SAMPLE_000054,19.474136752138243,5.896349707320996,14.619887029001976,25.749233297945004,2024-01-03 05:00:00,LAB_A,Analyst_2,South,90.0,Excellent,Compliant
BATCH_055,SAMPLE_000055,17.989499894055427,6.493802331600012,13.949827600364634,33.13512126949114,2024-01-03 06:00:00,LAB_D,Analyst_3,North,90.0,Excellent,Compliant
BATCH_056,SAMPLE_000056,19.609371175115584,4.5521354463551305,12.683156361303759,39.37074663399784,2024-01-03 07:00:00,LAB_C,Analyst_1,South,90.0,Excellent,Compliant
BATCH_057,SAMPLE_000057,15.442462510259597,5.801564866793381,11.23606892700425,32.0727440111875,2024-01-03 08:00:00,LAB_B,Analyst_1,South,85.0,Good,Compliant
BATCH_058,SAMPLE_000058,15.979914312095726,4.705792740827727,10.882358791091558,21.539589341299326,2024-01-03 09:00:00,LAB_C,Analyst_2,North,95.0,Premium,Compliant
BATCH_059,SAMPLE_000059,15.22613644455269,4.939626860911726,12.55681427005668,21.511672277081338,2024-01-03 10:00:00,LAB_A,Analyst_3,North,90.0,Excellent,Compliant
BATCH_060,SAMPLE_000060,16.62665165381632,5.382516389655111,11.818023085848338,39.02846441691132,2024-01-03 11:00:00,LAB_B,Analyst_1,East,100.0,Premium,Compliant
BATCH_061,SAMPLE_000061,16.94338644844741,6.121031342559016,8.4359117411732,25.945815806146673,2024-01-03 12:00:00,LAB_B,Analyst_2,South,90.0,Excellent,Compliant
BATCH_062,SAMPLE_000062,16.35674515886948,6.4522504075978855,11.587518541392322,21.841339721649508,2024-01-03 13:00:00,LAB_D,Analyst_4,East,85.0,Good,Compliant
BATCH_063,SAMPLE_000063,19.143687545759647,5.804820241593554,13.644825320629877,31.980891743007632,2024-01-03 14:00:00,LAB_A,Analyst_4,East,90.0,Excellent,Compliant
BATCH_064,SAMPLE_000064,16.78376663346795,4.753300346502002,11.214679143178707,32.47297556580532,2024-01-03 15:00:00,LAB_D,Analyst_4,North,100.0,Premium,Compliant
BATCH_065,SAMPLE_000065,16.404672548436903,4.764071006831211,8.363696042879878,32.97009640237376,2024-01-03 16:00:00,LAB_B,Analyst_3,West,95.0,Premium,Compliant
BATCH_066,SAMPLE_000066,17.713480415791242,5.712746904766675,13.503947395688233,25.348040557150824,2024-01-03 17:00:00,LAB_A,Analyst_2,East,95.0,Premium,Compliant
BATCH_067,SAMPLE_000067,15.704621124873814,4.216331437304907,9.40954647495182,20.3022136842895,2024-01-03 18:00:00,LAB_B,Analyst_2,West,90.0,Excellent,Compliant
BATCH_068,SAMPLE_000068,19.0109849037702,3.8314223393941838,9.810345844216272,39.30030738908944,2024-01-03 19:00:00,LAB_A,Analyst_1,South,85.0,Good,Compliant
BATCH_069,SAMPLE_000069,15.372753218398854,4.56386647292233,9.152944474026071,25.017860913822048,2024-01-03 20:00:00,LAB_B,Analyst_1,North,90.0,Excellent,Compliant
BATCH_070,SAMPLE_000070,19.934434683002586,4.3617169749622455,10.311505454100484,33.52052576105095,2024-01-03 21:00:00,LAB_C,Analyst_1,South,85.0,Good,Compliant
BATCH_071,SAMPLE_000071,18.861223846483288,4.3889243613679705,13.297260539820446,34.13259739757419,2024-01-03 22:00:00,LAB_C,Analyst_2,South,90.0,Excellent,Compliant
BATCH_072,SAMPLE_000072,15.993578407670862,4.20082325314973,11.635701016527563,32.20014834158971,2024-01-03 23:00:00,LAB_D,Analyst_1,North,90.0,Excellent,Compliant
BATCH_073,SAMPLE_000073,15.027610585618012,3.6262795689090854,9.434168919054988,26.258147884272965,2024-01-04 00:00:00,LAB_C,Analyst_2,South,80.0,Good,Compliant
BATCH_074,SAMPLE_000074,19.077307142274172,3.553621804200241,14.144810547064285,25.421925075281315,2024-01-04 01:00:00,LAB_B,Analyst_2,North,85.0,Good,Compliant
BATCH_075,SAMPLE_000075,18.534286719238086,6.463167169208095,14.157072984660704,31.95336565405406,2024-01-04 02:00:00,LAB_B,Analyst_4,West,85.0,Good,Compliant
BATCH_076,SAMPLE_000076,18.645035840204937,4.783319401207587,14.094048975322048,37.32191267223383,2024-01-04 03:00:00,LAB_C,Analyst_1,South,95.0,Premium,Compliant
BATCH_077,SAMPLE_000077,18.85635173342973,4.652979941479045,9.671573479670775,38.93467457846791,2024-01-04 04:00:00,LAB_D,Analyst_4,North,95.0,Premium,Compliant
BATCH_078,SAMPLE_000078,15.370223258670451,5.53894184807921,11.158675409266916,22.11811608807515,2024-01-04 05:00:00,LAB_C,Analyst_3,East,85.0,Good,Compliant
BATCH_079,SAMPLE_000079,16.792328642721362,4.154761663595193,14.894927592986125,23.0965722519544,2024-01-04 06:00:00,LAB_A,Analyst_3,South,95.0,Premium,Compliant
BATCH_080,SAMPLE_000080,15.579345297625649,6.3498835518506755,13.404087334169933,38.89472517566159,2024-01-04 07:00:00,LAB_A,Analyst_3,West,85.0,Good,Compliant
BATCH_081,SAMPLE_000081,19.315517129377966,5.8590350432466565,8.190171948578918,34.73070456669585,2024-01-04 08:00:00,LAB_A,Analyst_2,North,90.0,Excellent,Compliant
BATCH_082,SAMPLE_000082,18.11649063413779,3.7682330069367787,8.456432138823445,37.65987649659546,2024-01-04 09:00:00,LAB_C,Analyst_2,South,90.0,Excellent,Compliant
BATCH_083,SAMPLE_000083,16.654490124263248,4.752742327354785,11.24751963768633,24.052652682706864,2024-01-04 10:00:00,LAB_C,Analyst_2,South,100.0,Premium,Compliant
BATCH_084,SAMPLE_000084,15.317791751430118,6.1373549226864945,14.364541441030921,31.751717422188037,2024-01-04 11:00:00,LAB_C,Analyst_1,South,80.0,Good,Compliant
BATCH_085,SAMPLE_000085,16.554911608578312,6.334196066874231,11.770912585668999,34.022791888349474,2024-01-04 12:00:00,LAB_A,Analyst_4,West,90.0,Excellent,Compliant
BATCH_086,SAMPLE_000086,16.625916610133736,4.902204533749609,11.484687556240031,33.602237708939455,2024-01-04 13:00:00,LAB_D,Analyst_2,North,100.0,Premium,Compliant
BATCH_087,SAMPLE_000087,18.64803089169032,5.340234167632123,8.738315899696413,28.16303381733396,2024-01-04 14:00:00,LAB_B,Analyst_4,East,95.0,Premium,Compliant
BATCH_088,SAMPLE_000088,18.187787356776067,4.001101838276226,12.597460733070058,20.307897833826168,2024-01-04 15:00:00,LAB_C,Analyst_4,East,95.0,Premium,Compliant
BATCH_089,SAMPLE_000089,19.436063712881634,6.473505878410929,13.754722124201578,31.658521136085263,2024-01-04 16:00:00,LAB_D,Analyst_4,East,85.0,Good,Compliant
BATCH_090,SAMPLE_000090,17.361074625809746,4.19501510415033,10.662940052552937,25.062030783592174,2024-01-04 17:00:00,LAB_B,Analyst_1,North,95.0,Premium,Compliant
BATCH_091,SAMPLE_000091,15.597971229691508,6.328195322405377,13.429282956477293,29.005084922857804,2024-01-04 18:00:00,LAB_B,Analyst_1,East,85.0,Good,Compliant
BATCH_092,SAMPLE_000092,18.566223936114973,5.448939946977106,14.75133657730568,39.151620301676346,2024-01-04 19:00:00,LAB_B,Analyst_3,West,95.0,Premium,Compliant
BATCH_093,SAMPLE_000093,18.803925243084485,5.323210384636577,9.426365213893824,27.980706352848692,2024-01-04 20:00:00,LAB_D,Analyst_3,North,95.0,Premium,Compliant
BATCH_094,SAMPLE_000094,17.80638598784748,5.038065533049526,11.663307418363189,36.796032133288534,2024-01-04 21:00:00,LAB_D,Analyst_4,South,100.0,Premium,Compliant
BATCH_095,SAMPLE_000095,18.854835899772805,4.192009435153276,10.009965706592029,23.770812114985024,2024-01-04 22:00:00,LAB_A,Analyst_3,West,90.0,Excellent,Compliant
BATCH_096,SAMPLE_000096,17.468977981821954,4.029584096016524,13.549980933236876,33.449209960500575,2024-01-04 23:00:00,LAB_D,Analyst_4,South,95.0,Premium,Compliant
BATCH_097,SAMPLE_000097,17.61366414690997,4.161458627210526,12.043153561168102,39.54013908877887,2024-01-05 00:00:00,LAB_D,Analyst_1,East,95.0,Premium,Compliant
BATCH_098,SAMPLE_000098,17.137705091792746,4.059314786432764,12.442076922852127,22.037862017458735,2024-01-05 01:00:00,LAB_D,Analyst_1,West,95.0,Premium,Compliant
BATCH_099,SAMPLE_000099,15.127095633720476,5.83875342070026,13.585399117311258,20.166398844543842,2024-01-05 02:00:00,LAB_B,Analyst_1,North,85.0,Good,Compliant
BATCH_100,SAMPLE_000100,15.539457134966522,4.55037577750019,10.771793308637184,28.671655852652286,2024-01-05 03:00:00,LAB_C,Analyst_2,West,95.0,Premium,Compliant
BATCH_101,SAMPLE_000101,15.157145928433671,3.673528029690189,14.405630478849304,21.852509661027344,2024-01-05 04:00:00,LAB_A,Analyst_4,South,80.0,Good,Compliant
BATCH_102,SAMPLE_000102,18.182052056318902,6.407307890422434,11.73120207072298,34.96768699352462,2024-01-05 05:00:00,LAB_C,Analyst_1,North,90.0,Excellent,Compliant
BATCH_103,SAMPLE_000103,16.571779905381632,6.151357654890277,9.105683759847436,38.29097327697118,2024-01-05 06:00:00,LAB_C,Analyst_4,West,90.0,Excellent,Compliant
BATCH_104,SAMPLE_000104,17.542853455823515,6.283256849585639,12.871293827181617,28.680419454175176,2024-01-05 07:00:00,LAB_D,Analyst_3,West,90.0,Excellent,Compliant
BATCH_105,SAMPLE_000105,19.537832369630465,6.484723467939306,13.55282945306778,25.17423284310882,2024-01-05 08:00:00,LAB_A,Analyst_3,West,80.0,Good,Compliant
BATCH_106,SAMPLE_000106,16.246461145744377,4.021685747658462,10.217331739472687,28.688066380132195,2024-01-05 09:00:00,LAB_C,Analyst_1,West,90.0,Excellent,Compliant
BATCH_107,SAMPLE_000107,17.05191461517815,4.688726056707976,14.000254798991271,34.468956357000025,2024-01-05 10:00:00,LAB_C,Analyst_4,North,100.0,Premium,Compliant
BATCH_108,SAMPLE_000108,18.777755692715242,5.774715427112274,14.343002783360365,20.18108323160742,2024-01-05 11:00:00,LAB_A,Analyst_1,South,90.0,Excellent,Compliant
BATCH_109,SAMPLE_000109,16.14399082745811,5.588061854161377,9.938331411644663,31.789079789693943,2024-01-05 12:00:00,LAB_D,Analyst_3,West,90.0,Excellent,Compliant
BATCH_110,SAMPLE_000110,15.384899549143965,3.961687719019565,14.884650309006554,32.26583369774758,2024-01-05 13:00:00,LAB_C,Analyst_1,North,80.0,Good,Compliant
BATCH_111,SAMPLE_000111,16.44875726456884,5.947499374971853,8.984980696341308,32.75376493791871,2024-01-05 14:00:00,LAB_B,Analyst_4,South,90.0,Excellent,Compliant
BATCH_112,SAMPLE_000112,15.806106436270023,4.1733217155099815,9.414109678817429,24.840441599617545,2024-01-05 15:00:00,LAB_C,Analyst_3,West,90.0,Excellent,Compliant
BATCH_113,SAMPLE_000113,19.648488261712863,4.171452844467869,9.289573874666182,34.281054467562534,2024-01-05 16:00:00,LAB_B,Analyst_2,South,85.0,Good,Compliant
BATCH_114,SAMPLE_000114,19.040601897822086,5.11092326868024,14.257927970055093,21.827829726635528,2024-01-05 17:00:00,LAB_D,Analyst_3,South,95.0,Premium,Compliant
BATCH_115,SAMPLE_000115,18.167018782552116,5.27881980452511,12.580047866274732,23.985406729336017,2024-01-05 18:00:00,LAB_C,Analyst_2,North,100.0,Premium,Compliant
BATCH_116,SAMPLE_000116,19.35730295093859,5.240258623513434,9.06472998255591,37.54940093308964,2024-01-05 19:00:00,LAB_A,Analyst_1,South,95.0,Premium,Compliant
BATCH_117,SAMPLE_000117,19.018360384495573,3.7744605121932646,11.082263928578442,34.77446301453133,2024-01-05 20:00:00,LAB_A,Analyst_1,North,85.0,Good,Compliant
BATCH_118,SAMPLE_000118,15.93285029443018,6.132382587891141,12.307086175488614,20.274911080226904,2024-01-05 21:00:00,LAB_C,Analyst_4,West,85.0,Good,Compliant
BATCH_119,SAMPLE_000119,19.46279499244989,4.296800127766118,8.584248594925683,24.967525207396005,2024-01-05 22:00:00,LAB_D,Analyst_2,South,90.0,Excellent,Compliant
BATCH_120,SAMPLE_000120,17.696711209578254,3.8885447638484125,14.17691457885137,24.28812965986329,2024-01-05 23:00:00,LAB_D,Analyst_1,South,90.0,Excellent,Compliant
BATCH_121,SAMPLE_000121,19.037200775820313,6.1662442396069315,13.625224748090746,25.41612656073945,2024-01-06 00:00:00,LAB_A,Analyst_2,East,85.0,Good,Compliant
BATCH_122,SAMPLE_000122,19.480456499617468,6.36695449468926,11.536447415036468,24.95119540559773,2024-01-06 01:00:00,LAB_C,Analyst_1,West,85.0,Good,Compliant
BATCH_123,SAMPLE_000123,16.59001737485932,6.086382851796352,14.769886306814193,21.250525914856915,2024-01-06 02:00:00,LAB_D,Analyst_3,West,90.0,Excellent,Compliant
BATCH_124,SAMPLE_000124,15.550259622638384,5.928548224174634,10.924326854925699,29.178810331936408,2024-01-06 03:00:00,LAB_A,Analyst_1,East,90.0,Excellent,Compliant
BATCH_125,SAMPLE_000125,16.139675812709708,5.465725941917065,14.888772233255484,34.654669495723304,2024-01-06 04:00:00,LAB_B,Analyst_4,East,95.0,Premium,Compliant
BATCH_126,SAMPLE_000126,17.13553894313128,5.152572111827418,12.675439991625389,32.13463449434873,2024-01-06 05:00:00,LAB_C,Analyst_3,North,100.0,Premium,Compliant
BATCH_127,SAMPLE_000127,19.090073829612464,3.7609602797342303,12.44269891277759,33.4574333719616,2024-01-06 06:00:00,LAB_B,Analyst_4,North,85.0,Good,Compliant
BATCH_128,SAMPLE_000128,19.303652916281717,4.725359639212096,9.161684267070495,21.622983570724784,2024-01-06 07:00:00,LAB_B,Analyst_3,South,95.0,Premium,Compliant
BATCH_129,SAMPLE_000129,15.034760652655953,4.618065551036942,14.173494308132508,39.02981420353574,2024-01-06 08:00:00,LAB_D,Analyst_2,South,90.0,Excellent,Compliant
BATCH_130,SAMPLE_000130,17.55373651288783,4.2792613512809785,10.992427815444305,36.76983667686049,2024-01-06 09:00:00,LAB_D,Analyst_4,South,95.0,Premium,Compliant
BATCH_131,SAMPLE_000131,17.087055015743896,5.670260341065755,9.135633840477356,36.101806369913255,2024-01-06 10:00:00,LAB_D,Analyst_1,South,95.0,Premium,Compliant
BATCH_132,SAMPLE_000132,16.11053905235365,4.987627205236312,8.088252639830314,36.45967610083535,2024-01-06 11:00:00,LAB_C,Analyst_2,North,95.0,Premium,Compliant
BATCH_133,SAMPLE_000133,15.599326836668414,3.743138647722944,11.918289785468678,38.654210162655225,2024-01-06 12:00:00,LAB_B,Analyst_1,West,85.0,Good,Compliant
BATCH_134,SAMPLE_000134,16.68807585701814,4.160549605849434,11.691797354858734,30.885079322273953,2024-01-06 13:00:00,LAB_C,Analyst_3,South,95.0,Premium,Compliant
BATCH_135,SAMPLE_000135,19.714548519562598,5.549776290978787,13.03547535658411,24.00564035735252,2024-01-06 14:00:00,LAB_D,Analyst_3,West,85.0,Good,Compliant
BATCH_136,SAMPLE_000136,16.616014660103776,3.7283925784709004,14.231806371124616,32.33567215705082,2024-01-06 15:00:00,LAB_B,Analyst_1,South,90.0,Excellent,Compliant
BATCH_137,SAMPLE_000137,17.593953108716832,6.053620742146306,8.555846092501207,34.85762987335878,2024-01-06 16:00:00,LAB_C,Analyst_1,East,90.0,Excellent,Compliant
BATCH_138,SAMPLE_000138,18.51509479447589,4.985439581041923,13.120475432382538,34.75834786708051,2024-01-06 17:00:00,LAB_C,Analyst_2,South,95.0,Premium,Compliant
BATCH_139,SAMPLE_000139,16.81814801189647,4.9417597319799444,9.311883608683075,30.428980483337604,2024-01-06 18:00:00,LAB_A,Analyst_1,South,100.0,Premium,Compliant
BATCH_140,SAMPLE_000140,19.858910413604804,5.2772233539785525,14.007239372100148,21.36917438667156,2024-01-06 19:00:00,LAB_C,Analyst_4,South,90.0,Excellent,Compliant
BATCH_141,SAMPLE_000141,19.812236474710556,5.974042897775448,13.733444597031593,27.422258768602557,2024-01-06 20:00:00,LAB_D,Analyst_4,North,85.0,Good,Compliant
BATCH_142,SAMPLE_000142,16.25891147912682,4.543427623706579,11.78555628489881,38.415332169267145,2024-01-06 21:00:00,LAB_C,Analyst_1,East,95.0,Premium,Compliant
BATCH_143,SAMPLE_000143,17.486242529461926,5.534048457677191,12.97169959036318,31.688978195148522,2024-01-06 22:00:00,LAB_B,Analyst_4,South,95.0,Premium,Compliant
BATCH_144,SAMPLE_000144,16.50439154908385,5.1971958919873735,10.200450792286238,30.766638865114267,2024-01-06 23:00:00,LAB_C,Analyst_1,South,100.0,Premium,Compliant
BATCH_145,SAMPLE_000145,16.424202471887337,4.301084810508264,11.298175292529702,25.37707028764387,2024-01-07 00:00:00,LAB_A,Analyst_2,West,90.0,Excellent,Compliant
BATCH_146,SAMPLE_000146,15.184434736772664,6.135889959065474,13.751458283973301,27.368978398331578,2024-01-07 01:00:00,LAB_B,Analyst_4,East,80.0,Good,Compliant
BATCH_147,SAMPLE_000147,18.047821669899484,5.892278064820784,11.214856380212497,37.90692178306338,2024-01-07 02:00:00,LAB_B,Analyst_4,South,95.0,Premium,Compliant
BATCH_148,SAMPLE_000148,17.51339511614431,5.475355503975276,10.504587857278093,33.329260950536714,2024-01-07 03:00:00,LAB_A,Analyst_1,West,100.0,Premium,Compliant
BATCH_149,SAMPLE_000149,15.257393756249947,6.051745187282726,11.459487130752098,35.74774053504666,2024-01-07 04:00:00,LAB_D,Analyst_4,West,80.0,Good,Compliant
BATCH_150,SAMPLE_000150,16.393232321183056,6.101882602879407,13.797744767060529,29.086908461353104,2024-01-07 05:00:00,LAB_B,Analyst_3,North,85.0,Good,Compliant
BATCH_151,SAMPLE_000151,19.54132942983327,5.625088930145104,10.346456331596109,32.60494438912316,2024-01-07 06:00:00,LAB_D,Analyst_2,West,85.0,Good,Compliant
BATCH_152,SAMPLE_000152,16.197809453334862,6.011039985091016,9.216331151950207,24.96767217486415,2024-01-07 07:00:00,LAB_B,Analyst_2,South,85.0,Good,Compliant
BATCH_153,SAMPLE_000153,15.724474360456115,5.592414385007851,12.984098142315466,34.10921660566973,2024-01-07 08:00:00,LAB_B,Analyst_4,North,90.0,Excellent,Compliant
