batch_id,sample_id,moisture,ph,diastase_activity,h_m_f,collection_date,lab_id,analyst,region,batch_size,quality_score,quality_category,compliance_status,moisture_deviation,ph_deviation,processing_hour,processing_day,month,quarter
BATCH_055,SAMPLE_000055,17.989499894055427,6.129960807975035,14.985538773733362,24.56159543897865,2024-01-03 06:00:00,LAB_B,Analyst_1,North,200,90.0,Excellent,Compliant,0.4894998940554274,1.129960807975035,6,Wednesday,1,1
BATCH_056,SAMPLE_000056,19.609371175115584,4.710448598637191,10.454982708161971,24.240896798164535,2024-01-03 07:00:00,LAB_A,Analyst_4,South,200,90.0,Excellent,Compliant,2.1093711751155837,0.2895514013628091,7,Wednesday,1,1
BATCH_057,SAMPLE_000057,15.442462510259597,3.902045685351922,13.370318022517889,32.21961977701984,2024-01-03 08:00:00,LAB_B,Analyst_3,East,100,80.0,Good,Compliant,2.057537489740403,1.097954314648078,8,Wednesday,1,1
BATCH_058,SAMPLE_000058,15.979914312095726,3.5863480289400167,10.813516395264696,28.220569396134096,2024-01-03 09:00:00,LAB_A,Analyst_2,East,500,85.0,Good,Compliant,1.520085687904274,1.4136519710599833,9,Wednesday,1,1
BATCH_059,SAMPLE_000059,15.22613644455269,5.765411767020857,11.359129342127362,36.797226057334406,2024-01-03 10:00:00,LAB_C,Analyst_2,East,500,85.0,Good,Compliant,2.27386355544731,0.7654117670208569,10,Wednesday,1,1
BATCH_060,SAMPLE_000060,16.62665165381632,5.360928654060394,12.392538242528591,38.00046246796022,2024-01-03 11:00:00,LAB_C,Analyst_2,South,100,100.0,Premium,Compliant,0.8733483461836791,0.36092865406039376,11,Wednesday,1,1
BATCH_061,SAMPLE_000061,16.94338644844741,5.61223930429767,14.115739799304372,27.068427586054362,2024-01-03 12:00:00,LAB_B,Analyst_1,West,300,95.0,Premium,Compliant,0.5566135515525907,0.6122393042976704,12,Wednesday,1,1
BATCH_062,SAMPLE_000062,16.35674515886948,4.138892484526732,14.888584284395066,24.73741117948964,2024-01-03 13:00:00,LAB_A,Analyst_2,South,500,90.0,Excellent,Compliant,1.1432548411305206,0.8611075154732681,13,Wednesday,1,1
BATCH_063,SAMPLE_000063,19.143687545759647,3.9091144267603095,13.377913897051627,35.61051030487724,2024-01-03 14:00:00,LAB_D,Analyst_1,North,100,85.0,Good,Compliant,1.6436875457596472,1.0908855732396905,14,Wednesday,1,1
BATCH_064,SAMPLE_000064,16.78376663346795,3.5436339970036457,10.924367475171337,25.49612071096272,2024-01-03 15:00:00,LAB_A,Analyst_1,West,100,90.0,Excellent,Compliant,0.7162333665320517,1.4563660029963543,15,Wednesday,1,1
BATCH_065,SAMPLE_000065,16.404672548436903,4.551762676419791,10.949499015939491,36.45228637027357,2024-01-03 16:00:00,LAB_C,Analyst_4,East,500,95.0,Premium,Compliant,1.0953274515630973,0.4482373235802086,16,Wednesday,1,1
BATCH_066,SAMPLE_000066,17.713480415791242,5.269753060563899,13.16307611112224,28.474765072975256,2024-01-03 17:00:00,LAB_C,Analyst_2,South,300,100.0,Premium,Compliant,0.213480415791242,0.26975306056389936,17,Wednesday,1,1
BATCH_067,SAMPLE_000067,15.704621124873814,4.676732135299197,9.671440020378116,33.35099798582941,2024-01-03 18:00:00,LAB_A,Analyst_2,East,100,95.0,Premium,Compliant,1.795378875126186,0.32326786470080293,18,Wednesday,1,1
BATCH_068,SAMPLE_000068,19.0109849037702,4.812424766071187,8.773318791919763,21.910706276693364,2024-01-03 19:00:00,LAB_A,Analyst_3,East,200,95.0,Premium,Compliant,1.5109849037702006,0.18757523392881303,19,Wednesday,1,1
BATCH_069,SAMPLE_000069,15.372753218398854,6.212476083481246,10.482355103485435,32.47718649353146,2024-01-03 20:00:00,LAB_D,Analyst_4,North,300,80.0,Good,Compliant,2.127246781601146,1.2124760834812456,20,Wednesday,1,1
BATCH_070,SAMPLE_000070,19.934434683002586,4.544766401069901,10.010672941578573,29.035353574744583,2024-01-03 21:00:00,LAB_D,Analyst_3,West,300,90.0,Excellent,Compliant,2.4344346830025856,0.45523359893009907,21,Wednesday,1,1
BATCH_071,SAMPLE_000071,18.861223846483288,5.041968467479432,10.07415684319193,31.732169263509483,2024-01-03 22:00:00,LAB_A,Analyst_4,North,500,95.0,Premium,Compliant,1.3612238464832878,0.04196846747943184,22,Wednesday,1,1
BATCH_072,SAMPLE_000072,15.993578407670862,5.850959038223429,9.63525425734937,23.36028415489727,2024-01-03 23:00:00,LAB_A,Analyst_2,North,500,90.0,Excellent,Compliant,1.5064215923291382,0.8509590382234293,23,Wednesday,1,1
BATCH_073,SAMPLE_000073,15.027610585618012,4.6896283469638105,8.294652327454534,34.73747489888364,2024-01-04 00:00:00,LAB_A,Analyst_1,North,200,90.0,Excellent,Compliant,2.472389414381988,0.3103716530361895,0,Thursday,1,1
BATCH_074,SAMPLE_000074,19.077307142274172,5.36626010068362,8.125117543133896,37.25594155086457,2024-01-04 01:00:00,LAB_A,Analyst_1,East,100,95.0,Premium,Compliant,1.5773071422741722,0.36626010068362014,1,Thursday,1,1
BATCH_075,SAMPLE_000075,18.534286719238086,6.087091126240235,14.914056728152222,24.334796001815512,2024-01-04 02:00:00,LAB_B,Analyst_1,North,500,85.0,Good,Compliant,1.0342867192380858,1.0870911262402352,2,Thursday,1,1
BATCH_076,SAMPLE_000076,18.645035840204937,6.348561870972926,10.994411936151035,21.914291110403234,2024-01-04 03:00:00,LAB_A,Analyst_1,North,500,85.0,Good,Compliant,1.1450358402049368,1.348561870972926,3,Thursday,1,1
BATCH_077,SAMPLE_000077,18.85635173342973,3.941220442787114,10.690286530117772,20.47277172092673,2024-01-04 04:00:00,LAB_D,Analyst_1,West,300,85.0,Good,Compliant,1.3563517334297295,1.058779557212886,4,Thursday,1,1
BATCH_078,SAMPLE_000078,15.370223258670451,6.279762875484483,12.757530978851488,32.83943000886532,2024-01-04 05:00:00,LAB_C,Analyst_3,West,500,80.0,Good,Compliant,2.1297767413295485,1.279762875484483,5,Thursday,1,1
BATCH_079,SAMPLE_000079,16.792328642721362,4.976348879238614,9.52777721505545,32.141880721775614,2024-01-04 06:00:00,LAB_B,Analyst_4,North,500,100.0,Premium,Compliant,0.7076713572786382,0.02365112076138587,6,Thursday,1,1
BATCH_080,SAMPLE_000080,15.579345297625649,4.274733164896875,14.649728287651577,30.9339482542814,2024-01-04 07:00:00,LAB_A,Analyst_2,West,500,90.0,Excellent,Compliant,1.9206547023743514,0.7252668351031248,7,Thursday,1,1
BATCH_081,SAMPLE_000081,19.315517129377966,4.877407268714784,13.504415100908865,24.63894192231951,2024-01-04 08:00:00,LAB_C,Analyst_3,West,500,95.0,Premium,Compliant,1.815517129377966,0.12259273128521642,8,Thursday,1,1
BATCH_082,SAMPLE_000082,18.11649063413779,6.440097725856431,8.625877016185816,27.81811991811029,2024-01-04 09:00:00,LAB_B,Analyst_4,North,300,90.0,Excellent,Compliant,0.61649063413779,1.4400977258564307,9,Thursday,1,1
BATCH_083,SAMPLE_000083,16.654490124263248,4.977854281978608,10.923065430494498,31.88952670372346,2024-01-04 10:00:00,LAB_C,Analyst_1,East,200,100.0,Premium,Compliant,0.8455098757367523,0.022145718021391758,10,Thursday,1,1
BATCH_084,SAMPLE_000084,15.317791751430118,4.486254830862524,14.153828152935153,29.93533717718339,2024-01-04 11:00:00,LAB_A,Analyst_4,North,200,85.0,Good,Compliant,2.182208248569882,0.5137451691374757,11,Thursday,1,1
BATCH_085,SAMPLE_000085,16.554911608578312,5.400202562950177,14.613124156039872,39.755710404297744,2024-01-04 12:00:00,LAB_A,Analyst_4,West,100,100.0,Premium,Compliant,0.9450883914216881,0.4002025629501773,12,Thursday,1,1
BATCH_086,SAMPLE_000086,16.625916610133736,4.2204368563345795,11.271810578749088,22.72879505113466,2024-01-04 13:00:00,LAB_D,Analyst_1,East,500,95.0,Premium,Compliant,0.8740833898662643,0.7795631436654205,13,Thursday,1,1
BATCH_087,SAMPLE_000087,18.64803089169032,3.727589984325992,12.293879724474955,33.902891080951875,2024-01-04 14:00:00,LAB_A,Analyst_1,South,300,85.0,Good,Compliant,1.1480308916903184,1.2724100156740081,14,Thursday,1,1
BATCH_088,SAMPLE_000088,18.187787356776067,3.886639165731948,9.169237622644527,28.086375362085843,2024-01-04 15:00:00,LAB_A,Analyst_1,East,100,90.0,Excellent,Compliant,0.6877873567760666,1.113360834268052,15,Thursday,1,1
BATCH_089,SAMPLE_000089,19.436063712881634,3.8841375168733174,14.938180382958835,28.563992298512296,2024-01-04 16:00:00,LAB_B,Analyst_2,West,100,85.0,Good,Compliant,1.9360637128816336,1.1158624831266826,16,Thursday,1,1
BATCH_090,SAMPLE_000090,17.361074625809746,3.955708080536883,9.621701909684104,34.35195531316353,2024-01-04 17:00:00,LAB_D,Analyst_1,East,200,90.0,Excellent,Compliant,0.1389253741902543,1.044291919463117,17,Thursday,1,1
BATCH_091,SAMPLE_000091,15.597971229691508,3.91648151794823,14.599122418945878,33.84872302648739,2024-01-04 18:00:00,LAB_B,Analyst_2,North,300,85.0,Good,Compliant,1.9020287703084922,1.0835184820517698,18,Thursday,1,1
BATCH_092,SAMPLE_000092,18.566223936114973,5.422624234409644,12.54752654294658,39.825119874043764,2024-01-04 19:00:00,LAB_C,Analyst_1,South,300,95.0,Premium,Compliant,1.066223936114973,0.4226242344096436,19,Thursday,1,1
BATCH_093,SAMPLE_000093,18.803925243084485,4.045640253197434,12.254157564152013,22.567885789082503,2024-01-04 20:00:00,LAB_A,Analyst_2,South,300,90.0,Excellent,Compliant,1.3039252430844854,0.9543597468025657,20,Thursday,1,1
BATCH_094,SAMPLE_000094,17.80638598784748,4.53700184997159,11.58881957711556,22.082192987683328,2024-01-04 21:00:00,LAB_C,Analyst_4,South,200,100.0,Premium,Compliant,0.30638598784748083,0.46299815002840994,21,Thursday,1,1
BATCH_095,SAMPLE_000095,18.854835899772805,6.190365229718036,9.614688682024312,34.48677634257482,2024-01-04 22:00:00,LAB_B,Analyst_3,West,200,85.0,Good,Compliant,1.3548358997728052,1.1903652297180356,22,Thursday,1,1
BATCH_096,SAMPLE_000096,17.468977981821954,4.921884920788617,9.235696224038557,31.56773834012818,2024-01-04 23:00:00,LAB_A,Analyst_4,West,200,100.0,Premium,Compliant,0.03102201817804584,0.07811507921138272,23,Thursday,1,1
BATCH_097,SAMPLE_000097,17.61366414690997,5.502673215563082,9.543403463491227,25.48321333119612,2024-01-05 00:00:00,LAB_A,Analyst_4,South,200,95.0,Premium,Compliant,0.11366414690996862,0.5026732155630818,0,Friday,1,1
BATCH_098,SAMPLE_000098,17.137705091792746,4.0169596136048895,9.305067835009782,21.588387379779732,2024-01-05 01:00:00,LAB_B,Analyst_1,East,200,95.0,Premium,Compliant,0.36229490820725374,0.9830403863951105,1,Friday,1,1
BATCH_099,SAMPLE_000099,15.127095633720476,4.076867056426012,13.457091314967272,21.71316499192861,2024-01-05 02:00:00,LAB_B,Analyst_2,South,500,85.0,Good,Compliant,2.372904366279524,0.9231329435739877,2,Friday,1,1
BATCH_100,SAMPLE_000100,15.539457134966522,3.6226058487994366,10.45087681416711,37.883817493282365,2024-01-05 03:00:00,LAB_B,Analyst_3,East,500,85.0,Good,Compliant,1.960542865033478,1.3773941512005634,3,Friday,1,1
BATCH_101,SAMPLE_000101,15.157145928433671,4.006805189216494,8.404898735943775,23.83734649437486,2024-01-05 04:00:00,LAB_B,Analyst_1,East,300,85.0,Good,Compliant,2.342854071566329,0.993194810783506,4,Friday,1,1
BATCH_102,SAMPLE_000102,18.182052056318902,4.335771017095876,14.78371841098568,26.467431242310415,2024-01-05 05:00:00,LAB_B,Analyst_1,West,100,95.0,Premium,Compliant,0.6820520563189021,0.6642289829041239,5,Friday,1,1
BATCH_103,SAMPLE_000103,16.571779905381632,4.0310314528302404,14.186501194743979,24.533128044539758,2024-01-05 06:00:00,LAB_A,Analyst_1,East,300,95.0,Premium,Compliant,0.9282200946183679,0.9689685471697596,6,Friday,1,1
BATCH_104,SAMPLE_000104,17.542853455823515,3.766107601271167,14.49426598236649,27.09992611663875,2024-01-05 07:00:00,LAB_B,Analyst_4,South,100,90.0,Excellent,Compliant,0.04285345582351496,1.233892398728833,7,Friday,1,1
BATCH_105,SAMPLE_000105,19.537832369630465,3.8619076133018027,14.964354758525047,21.38847685492187,2024-01-05 08:00:00,LAB_A,Analyst_2,West,200,80.0,Good,Compliant,2.0378323696304648,1.1380923866981973,8,Friday,1,1
BATCH_106,SAMPLE_000106,16.246461145744377,4.882336304098177,9.217266744536412,30.38119581816541,2024-01-05 09:00:00,LAB_A,Analyst_2,North,100,95.0,Premium,Compliant,1.2535388542556234,0.11766369590182268,9,Friday,1,1
BATCH_107,SAMPLE_000107,17.05191461517815,4.1190011552173775,10.77369413231861,21.3522512718443,2024-01-05 10:00:00,LAB_B,Analyst_3,North,300,95.0,Premium,Compliant,0.44808538482185156,0.8809988447826225,10,Friday,1,1
BATCH_108,SAMPLE_000108,18.777755692715242,4.592809583144226,13.30766932992864,36.00713015644723,2024-01-05 11:00:00,LAB_B,Analyst_2,West,300,95.0,Premium,Compliant,1.2777556927152425,0.40719041685577384,11,Friday,1,1
BATCH_109,SAMPLE_000109,16.14399082745811,5.0102518125645705,12.872144326376546,24.67424163820866,2024-01-05 12:00:00,LAB_D,Analyst_2,South,100,95.0,Premium,Compliant,1.3560091725418886,0.010251812564570528,12,Friday,1,1
BATCH_110,SAMPLE_000110,15.384899549143965,5.571184485888096,9.077271344378985,30.800238292090214,2024-01-05 13:00:00,LAB_A,Analyst_1,North,500,85.0,Good,Compliant,2.115100450856035,0.5711844858880957,13,Friday,1,1
BATCH_111,SAMPLE_000111,16.44875726456884,3.617936419523297,13.710831874934325,37.60158175122916,2024-01-05 14:00:00,LAB_B,Analyst_1,North,200,85.0,Good,Compliant,1.0512427354311598,1.3820635804767032,14,Friday,1,1
BATCH_112,SAMPLE_000112,15.806106436270023,5.898231196727128,9.571084002856624,33.01754738094388,2024-01-05 15:00:00,LAB_B,Analyst_4,East,200,90.0,Excellent,Compliant,1.6938935637299775,0.8982311967271279,15,Friday,1,1
BATCH_113,SAMPLE_000113,19.648488261712863,5.383701168472723,9.566723303758362,30.659155731026708,2024-01-05 16:00:00,LAB_B,Analyst_1,East,300,90.0,Excellent,Compliant,2.1484882617128633,0.3837011684727232,16,Friday,1,1
BATCH_114,SAMPLE_000114,19.040601897822086,3.7452770958466157,11.758820960253896,26.486675062307512,2024-01-05 17:00:00,LAB_D,Analyst_1,South,500,85.0,Good,Compliant,1.5406018978220857,1.2547229041533843,17,Friday,1,1
